FeatureCode,DateCode,Measurement,Units,Value,Industry Sector (SIC 07),Export Destination
S92000003,2006,Count,million pounds (GBP),3700,Total Services,Non-EU
S92000003,2011,Count,million pounds (GBP),9215,Total Services,International
S92000003,2016,Count,million pounds (GBP),7380,Total Services,Non-EU
S92000003,2007,Count,million pounds (GBP),32835,Total Services,Total
S92000003,2013,Count,million pounds (GBP),6375,Total Services,Non-EU
S92000003,2016,Count,million pounds (GBP),26845,Total Services,Rest of UK
S92000003,2010,Count,million pounds (GBP),5030,Total Services,Non-EU
S92000003,2009,Count,million pounds (GBP),32030,Total Services,Total
S92000003,2004,Count,million pounds (GBP),5360,Total Services,International
S92000003,2010,Count,million pounds (GBP),8305,Total Services,International
S92000003,2016,Count,million pounds (GBP),11935,Total Services,International
S92000003,2013,Count,million pounds (GBP),10640,Total Services,International
S92000003,2012,Count,million pounds (GBP),5735,Total Services,Non-EU
S92000003,2007,Count,million pounds (GBP),3935,Total Services,Non-EU
S92000003,2002,Count,million pounds (GBP),15085,Total Services,Rest of UK
S92000003,2013,Count,million pounds (GBP),295,Electrical Equipment (Section CJ),Non-EU
S92000003,2008,Count,million pounds (GBP),160,Electrical Equipment (Section CJ),Rest of UK
S92000003,2010,Count,million pounds (GBP),530,Electrical Equipment (Section CJ),Total
S92000003,2009,Count,million pounds (GBP),170,Electrical Equipment (Section CJ),Non-EU
S92000003,2015,Count,million pounds (GBP),145,Electrical Equipment (Section CJ),Rest of UK
S92000003,2005,Count,million pounds (GBP),640,Electrical Equipment (Section CJ),Total
S92000003,2007,Count,million pounds (GBP),540,Electrical Equipment (Section CJ),Total
S92000003,2007,Count,million pounds (GBP),375,Electrical Equipment (Section CJ),International
S92000003,2009,Count,million pounds (GBP),420,Electrical Equipment (Section CJ),International
S92000003,2008,Count,million pounds (GBP),150,Electrical Equipment (Section CJ),Non-EU
S92000003,2017,Count,million pounds (GBP),120,Electrical Equipment (Section CJ),EU
S92000003,2008,Count,million pounds (GBP),550,Electrical Equipment (Section CJ),Total
S92000003,2010,Count,million pounds (GBP),350,Electrical Equipment (Section CJ),International
S92000003,2011,Count,million pounds (GBP),555,Electrical Equipment (Section CJ),Total
S92000003,2010,Count,million pounds (GBP),165,Electrical Equipment (Section CJ),Non-EU
S92000003,2014,Count,million pounds (GBP),180,Electrical Equipment (Section CJ),Rest of UK
S92000003,2017,Count,million pounds (GBP),270,Electrical Equipment (Section CJ),International
S92000003,2008,Count,million pounds (GBP),390,Electrical Equipment (Section CJ),International
S92000003,2012,Count,million pounds (GBP),350,Electrical Equipment (Section CJ),International
S92000003,2009,Count,million pounds (GBP),640,Electrical Equipment (Section CJ),Total
S92000003,2004,Count,million pounds (GBP),445,Electrical Equipment (Section CJ),International
S92000003,2012,Count,million pounds (GBP),120,Electrical Equipment (Section CJ),Rest of UK
S92000003,2005,Count,million pounds (GBP),245,Electrical Equipment (Section CJ),Rest of UK
S92000003,2002,Count,million pounds (GBP),565,Electrical Equipment (Section CJ),International
S92000003,2011,Count,million pounds (GBP),175,Electrical Equipment (Section CJ),Rest of UK
S92000003,2014,Count,million pounds (GBP),410,Electrical Equipment (Section CJ),International
S92000003,2014,Count,million pounds (GBP),590,Electrical Equipment (Section CJ),Total
S92000003,2004,Count,million pounds (GBP),155,Electrical Equipment (Section CJ),Non-EU
S92000003,2011,Count,million pounds (GBP),380,Electrical Equipment (Section CJ),International
S92000003,2003,Count,million pounds (GBP),475,Electrical Equipment (Section CJ),International
S92000003,2013,Count,million pounds (GBP),440,Electrical Equipment (Section CJ),International
S92000003,2005,Count,million pounds (GBP),125,Electrical Equipment (Section CJ),Non-EU
S92000003,2017,Count,million pounds (GBP),65,Electrical Equipment (Section CJ),Rest of UK
S92000003,2006,Count,million pounds (GBP),115,Electrical Equipment (Section CJ),Non-EU
S92000003,2006,Count,million pounds (GBP),400,Electrical Equipment (Section CJ),International
S92000003,2016,Count,million pounds (GBP),210,Electrical Equipment (Section CJ),Non-EU
S92000003,2015,Count,million pounds (GBP),335,Electrical Equipment (Section CJ),International
S92000003,2011,Count,million pounds (GBP),175,Electrical Equipment (Section CJ),Non-EU
S92000003,2017,Count,million pounds (GBP),150,Electrical Equipment (Section CJ),Non-EU
S92000003,2016,Count,million pounds (GBP),440,Electrical Equipment (Section CJ),Total
S92000003,2002,Count,million pounds (GBP),385,Electrical Equipment (Section CJ),EU
S92000003,2013,Count,million pounds (GBP),140,Electrical Equipment (Section CJ),EU
S92000003,2009,Count,million pounds (GBP),215,Electrical Equipment (Section CJ),Rest of UK
S92000003,2016,Count,million pounds (GBP),130,Electrical Equipment (Section CJ),EU
S92000003,2009,Count,million pounds (GBP),250,Electrical Equipment (Section CJ),EU
S92000003,2002,Count,million pounds (GBP),400,Electrical Equipment (Section CJ),Rest of UK
S92000003,2007,Count,million pounds (GBP),165,Electrical Equipment (Section CJ),Rest of UK
S92000003,2017,Count,million pounds (GBP),330,Electrical Equipment (Section CJ),Total
S92000003,2004,Count,million pounds (GBP),270,Electrical Equipment (Section CJ),Rest of UK
S92000003,2014,Count,million pounds (GBP),145,Electrical Equipment (Section CJ),EU
S92000003,2012,Count,million pounds (GBP),470,Electrical Equipment (Section CJ),Total
S92000003,2003,Count,million pounds (GBP),790,Electrical Equipment (Section CJ),Total
S92000003,2002,Count,million pounds (GBP),180,Electrical Equipment (Section CJ),Non-EU
S92000003,2014,Count,million pounds (GBP),265,Electrical Equipment (Section CJ),Non-EU
S92000003,2010,Count,million pounds (GBP),180,Electrical Equipment (Section CJ),Rest of UK
S92000003,2004,Count,million pounds (GBP),720,Electrical Equipment (Section CJ),Total
S92000003,2003,Count,million pounds (GBP),315,Electrical Equipment (Section CJ),Rest of UK
S92000003,2013,Count,million pounds (GBP),90,Electrical Equipment (Section CJ),Rest of UK
S92000003,2012,Count,million pounds (GBP),190,Electrical Equipment (Section CJ),Non-EU
S92000003,2012,Count,million pounds (GBP),160,Electrical Equipment (Section CJ),EU
S92000003,2004,Count,million pounds (GBP),295,Electrical Equipment (Section CJ),EU
S92000003,2016,Count,million pounds (GBP),100,Electrical Equipment (Section CJ),Rest of UK
S92000003,2003,Count,million pounds (GBP),315,Electrical Equipment (Section CJ),EU
S92000003,2008,Count,million pounds (GBP),240,Electrical Equipment (Section CJ),EU
S92000003,2011,Count,million pounds (GBP),210,Electrical Equipment (Section CJ),EU
S92000003,2006,Count,million pounds (GBP),245,Electrical Equipment (Section CJ),Rest of UK
S92000003,2005,Count,million pounds (GBP),400,Electrical Equipment (Section CJ),International
S92000003,2005,Count,million pounds (GBP),275,Electrical Equipment (Section CJ),EU
S92000003,2015,Count,million pounds (GBP),195,Electrical Equipment (Section CJ),Non-EU
S92000003,2010,Count,million pounds (GBP),185,Electrical Equipment (Section CJ),EU
S92000003,2016,Count,million pounds (GBP),340,Electrical Equipment (Section CJ),International
S92000003,2007,Count,million pounds (GBP),250,Electrical Equipment (Section CJ),EU
S92000003,2015,Count,million pounds (GBP),480,Electrical Equipment (Section CJ),Total
S92000003,2003,Count,million pounds (GBP),160,Electrical Equipment (Section CJ),Non-EU
S92000003,2007,Count,million pounds (GBP),125,Electrical Equipment (Section CJ),Non-EU
S92000003,2006,Count,million pounds (GBP),645,Electrical Equipment (Section CJ),Total
S92000003,2006,Count,million pounds (GBP),285,Electrical Equipment (Section CJ),EU
S92000003,2013,Count,million pounds (GBP),530,Electrical Equipment (Section CJ),Total
S92000003,2015,Count,million pounds (GBP),140,Electrical Equipment (Section CJ),EU
S92000003,2002,Count,million pounds (GBP),965,Electrical Equipment (Section CJ),Total
S92000003,2003,Count,million pounds (GBP),870,"Wood and Paper Products, and Printing (Section CC)",Rest of UK
S92000003,2016,Count,million pounds (GBP),400,"Wood and Paper Products, and Printing (Section CC)",International
S92000003,2006,Count,million pounds (GBP),380,"Wood and Paper Products, and Printing (Section CC)",International
S92000003,2013,Count,million pounds (GBP),215,"Wood and Paper Products, and Printing (Section CC)",Non-EU
S92000003,2012,Count,million pounds (GBP),205,"Wood and Paper Products, and Printing (Section CC)",Non-EU
S92000003,2002,Count,million pounds (GBP),135,"Wood and Paper Products, and Printing (Section CC)",Non-EU
S92000003,2010,Count,million pounds (GBP),200,"Wood and Paper Products, and Printing (Section CC)",Non-EU
S92000003,2005,Count,million pounds (GBP),150,"Wood and Paper Products, and Printing (Section CC)",Non-EU
S92000003,2015,Count,million pounds (GBP),320,"Wood and Paper Products, and Printing (Section CC)",EU
S92000003,2005,Count,million pounds (GBP),400,"Wood and Paper Products, and Printing (Section CC)",International
S92000003,2009,Count,million pounds (GBP),160,"Wood and Paper Products, and Printing (Section CC)",Non-EU
S92000003,2008,Count,million pounds (GBP),905,"Wood and Paper Products, and Printing (Section CC)",Rest of UK
S92000003,2005,Count,million pounds (GBP),1035,"Wood and Paper Products, and Printing (Section CC)",Rest of UK
S92000003,2012,Count,million pounds (GBP),205,"Wood and Paper Products, and Printing (Section CC)",EU
S92000003,2004,Count,million pounds (GBP),1425,"Wood and Paper Products, and Printing (Section CC)",Total
S92000003,2008,Count,million pounds (GBP),1275,"Wood and Paper Products, and Printing (Section CC)",Total
S92000003,2006,Count,million pounds (GBP),1355,"Wood and Paper Products, and Printing (Section CC)",Total
S92000003,2009,Count,million pounds (GBP),945,"Wood and Paper Products, and Printing (Section CC)",Rest of UK
S92000003,2005,Count,million pounds (GBP),1440,"Wood and Paper Products, and Printing (Section CC)",Total
S92000003,2003,Count,million pounds (GBP),1245,"Wood and Paper Products, and Printing (Section CC)",Total
S92000003,2011,Count,million pounds (GBP),910,"Wood and Paper Products, and Printing (Section CC)",Rest of UK
S92000003,2006,Count,million pounds (GBP),220,"Wood and Paper Products, and Printing (Section CC)",EU
S92000003,2002,Count,million pounds (GBP),985,"Wood and Paper Products, and Printing (Section CC)",Rest of UK
S92000003,2008,Count,million pounds (GBP),365,"Wood and Paper Products, and Printing (Section CC)",International
S92000003,2014,Count,million pounds (GBP),875,"Wood and Paper Products, and Printing (Section CC)",Rest of UK
S92000003,2007,Count,million pounds (GBP),360,"Wood and Paper Products, and Printing (Section CC)",International
S92000003,2010,Count,million pounds (GBP),995,"Wood and Paper Products, and Printing (Section CC)",Rest of UK
S92000003,2002,Count,million pounds (GBP),1330,"Wood and Paper Products, and Printing (Section CC)",Total
S92000003,2013,Count,million pounds (GBP),870,"Wood and Paper Products, and Printing (Section CC)",Rest of UK
S92000003,2009,Count,million pounds (GBP),360,"Wood and Paper Products, and Printing (Section CC)",International
S92000003,2002,Count,million pounds (GBP),345,"Wood and Paper Products, and Printing (Section CC)",International
S92000003,2002,Count,million pounds (GBP),210,"Wood and Paper Products, and Printing (Section CC)",EU
S92000003,2009,Count,million pounds (GBP),200,"Wood and Paper Products, and Printing (Section CC)",EU
S92000003,2003,Count,million pounds (GBP),240,"Wood and Paper Products, and Printing (Section CC)",EU
S92000003,2006,Count,million pounds (GBP),160,"Wood and Paper Products, and Printing (Section CC)",Non-EU
S92000003,2011,Count,million pounds (GBP),230,"Wood and Paper Products, and Printing (Section CC)",EU
S92000003,2017,Count,million pounds (GBP),200,"Wood and Paper Products, and Printing (Section CC)",EU
S92000003,2003,Count,million pounds (GBP),375,"Wood and Paper Products, and Printing (Section CC)",International
S92000003,2015,Count,million pounds (GBP),140,"Wood and Paper Products, and Printing (Section CC)",Non-EU
S92000003,2007,Count,million pounds (GBP),210,"Wood and Paper Products, and Printing (Section CC)",EU
S92000003,2012,Count,million pounds (GBP),410,"Wood and Paper Products, and Printing (Section CC)",International
S92000003,2014,Count,million pounds (GBP),150,"Wood and Paper Products, and Printing (Section CC)",Non-EU
S92000003,2007,Count,million pounds (GBP),930,"Wood and Paper Products, and Printing (Section CC)",Rest of UK
S92000003,2003,Count,million pounds (GBP),135,"Wood and Paper Products, and Printing (Section CC)",Non-EU
S92000003,2017,Count,million pounds (GBP),325,"Wood and Paper Products, and Printing (Section CC)",International
S92000003,2008,Count,million pounds (GBP),145,"Wood and Paper Products, and Printing (Section CC)",Non-EU
S92000003,2011,Count,million pounds (GBP),170,"Wood and Paper Products, and Printing (Section CC)",Non-EU
S92000003,2015,Count,million pounds (GBP),1325,"Wood and Paper Products, and Printing (Section CC)",Total
S92000003,2006,Count,million pounds (GBP),980,"Wood and Paper Products, and Printing (Section CC)",Rest of UK
S92000003,2012,Count,million pounds (GBP),880,"Wood and Paper Products, and Printing (Section CC)",Rest of UK
S92000003,2004,Count,million pounds (GBP),1020,"Wood and Paper Products, and Printing (Section CC)",Rest of UK
S92000003,2013,Count,million pounds (GBP),205,"Wood and Paper Products, and Printing (Section CC)",EU
S92000003,2004,Count,million pounds (GBP),250,"Wood and Paper Products, and Printing (Section CC)",EU
S92000003,2012,Count,million pounds (GBP),1290,"Wood and Paper Products, and Printing (Section CC)",Total
S92000003,2008,Count,million pounds (GBP),220,"Wood and Paper Products, and Printing (Section CC)",EU
S92000003,2016,Count,million pounds (GBP),815,"Wood and Paper Products, and Printing (Section CC)",Rest of UK
S92000003,2007,Count,million pounds (GBP),150,"Wood and Paper Products, and Printing (Section CC)",Non-EU
S92000003,2009,Count,million pounds (GBP),1310,"Wood and Paper Products, and Printing (Section CC)",Total
S92000003,2014,Count,million pounds (GBP),1230,"Wood and Paper Products, and Printing (Section CC)",Total
S92000003,2011,Count,million pounds (GBP),1310,"Wood and Paper Products, and Printing (Section CC)",Total
S92000003,2005,Count,million pounds (GBP),255,"Wood and Paper Products, and Printing (Section CC)",EU
S92000003,2016,Count,million pounds (GBP),1215,"Wood and Paper Products, and Printing (Section CC)",Total
S92000003,2010,Count,million pounds (GBP),1395,"Wood and Paper Products, and Printing (Section CC)",Total
