FeatureCode,DateCode,Measurement,Units,Value,Gender,Working Pattern
S12000008,2014-Q2,Count,People,3600,Male,Part Time
S12000042,2018-Q1,95% Lower Confidence Limit,Percentage Of People Employed,13.6,Male,Part Time
S12000006,2011-Q4,95% Upper Confidence Limit,Percentage Of People Employed,19.1,Male,Part Time
S12000045,2013-Q1,Count,People,22900,Male,Full Time
S12000045,2008-Q2,Ratio,Percentage Of People Employed,91.3,Male,Full Time
S12000006,2012-Q1,Ratio,Percentage Of People Employed,14.6,Male,Part Time
S12000008,2017-Q3,95% Upper Confidence Limit,Percentage Of People Employed,93.5,Male,Full Time
S12000042,2005-Q4,95% Lower Confidence Limit,Percentage Of People Employed,12.1,Male,Part Time
S12000042,2016-Q2,Count,People,25100,Male,Full Time
S12000042,2014-Q1,Count,People,22100,Male,Full Time
S12000045,2006-Q4,Ratio,Percentage Of People Employed,88.6,Male,Full Time
S12000010,2008-Q1,Count,People,2700,Male,Part Time
S12000042,2017-Q1,95% Lower Confidence Limit,Percentage Of People Employed,12.4,Male,Part Time
S12000042,2006-Q3,95% Lower Confidence Limit,Percentage Of People Employed,80.2,Male,Full Time
S12000041,2011-Q1,95% Upper Confidence Limit,Percentage Of People Employed,88.6,Male,Full Time
S12000042,2011-Q3,Count,People,26200,Male,Full Time
S12000042,2006-Q2,Count,People,28500,Male,Full Time
S12000008,2009-Q4,Count,People,25400,Male,Full Time
S12000045,2011-Q4,Ratio,Percentage Of People Employed,85.3,Male,Full Time
S12000042,2005-Q4,95% Upper Confidence Limit,Percentage Of People Employed,18.9,Male,Part Time
S12000008,2019-Q2,95% Upper Confidence Limit,Percentage Of People Employed,93.6,Male,Full Time
S12000041,2004-Q4,95% Lower Confidence Limit,Percentage Of People Employed,85.9,Male,Full Time
S12000010,2017-Q2,95% Upper Confidence Limit,Percentage Of People Employed,93.6,Male,Full Time
S12000008,2014-Q4,Ratio,Percentage Of People Employed,86.2,Male,Full Time
S12000041,2009-Q4,95% Upper Confidence Limit,Percentage Of People Employed,90.9,Male,Full Time
S12000008,2017-Q4,Ratio,Percentage Of People Employed,11.9,Male,Part Time
S12000042,2012-Q2,95% Lower Confidence Limit,Percentage Of People Employed,76,Male,Full Time
S12000008,2013-Q4,Ratio,Percentage Of People Employed,87.3,Male,Full Time
S12000008,2008-Q3,Count,People,27200,Male,Full Time
S12000042,2006-Q1,Ratio,Percentage Of People Employed,86.1,Male,Full Time
S12000041,2012-Q1,95% Lower Confidence Limit,Percentage Of People Employed,88,Male,Full Time
S12000042,2011-Q4,95% Lower Confidence Limit,Percentage Of People Employed,74.5,Male,Full Time
S12000006,2015-Q4,Ratio,Percentage Of People Employed,13.8,Male,Part Time
S12000042,2010-Q1,Count,People,28200,Male,Full Time
S12000042,2015-Q1,95% Lower Confidence Limit,Percentage Of People Employed,81,Male,Full Time
S12000041,2008-Q1,95% Lower Confidence Limit,Percentage Of People Employed,87.9,Male,Full Time
S12000041,2005-Q1,95% Upper Confidence Limit,Percentage Of People Employed,93.5,Male,Full Time
S12000042,2018-Q3,95% Lower Confidence Limit,Percentage Of People Employed,11.4,Male,Part Time
S12000006,2008-Q2,95% Lower Confidence Limit,Percentage Of People Employed,86.3,Male,Full Time
S12000045,2009-Q1,Ratio,Percentage Of People Employed,89.4,Male,Full Time
S12000008,2006-Q4,Ratio,Percentage Of People Employed,6.9,Male,Part Time
S12000006,2005-Q3,95% Upper Confidence Limit,Percentage Of People Employed,92.2,Male,Full Time
S12000045,2006-Q1,Count,People,23900,Male,Full Time
S12000042,2008-Q3,95% Upper Confidence Limit,Percentage Of People Employed,86.5,Male,Full Time
S12000041,2007-Q4,95% Upper Confidence Limit,Percentage Of People Employed,93.4,Male,Full Time
S12000045,2006-Q1,Ratio,Percentage Of People Employed,85.8,Male,Full Time
S12000042,2012-Q3,Count,People,25600,Male,Full Time
S12000006,2006-Q2,95% Lower Confidence Limit,Percentage Of People Employed,86.6,Male,Full Time
S12000006,2010-Q4,95% Upper Confidence Limit,Percentage Of People Employed,18,Male,Part Time
S12000008,2018-Q2,95% Lower Confidence Limit,Percentage Of People Employed,88,Male,Full Time
S12000006,2008-Q2,Ratio,Percentage Of People Employed,10.4,Male,Part Time
S12000010,2013-Q2,Count,People,21500,Male,Full Time
S12000006,2017-Q3,95% Lower Confidence Limit,Percentage Of People Employed,80,Male,Full Time
S12000045,2014-Q1,Count,People,22700,Male,Full Time
S12000045,2017-Q4,Ratio,Percentage Of People Employed,89.8,Male,Full Time
S12000042,2014-Q1,95% Upper Confidence Limit,Percentage Of People Employed,26.4,Male,Part Time
S12000006,2005-Q3,Ratio,Percentage Of People Employed,10.5,Male,Part Time
S12000042,2005-Q3,Ratio,Percentage Of People Employed,85.7,Male,Full Time
S12000045,2007-Q1,Count,People,24000,Male,Full Time
S12000008,2005-Q4,Ratio,Percentage Of People Employed,8.3,Male,Part Time
S12000042,2010-Q1,Ratio,Percentage Of People Employed,82.6,Male,Full Time
S12000041,2007-Q1,95% Upper Confidence Limit,Percentage Of People Employed,91.9,Male,Full Time
S12000008,2017-Q4,Count,People,25200,Male,Full Time
S12000041,2006-Q1,95% Upper Confidence Limit,Percentage Of People Employed,91.2,Male,Full Time
S12000010,2012-Q2,Count,People,20300,Male,Full Time
S12000008,2005-Q3,Count,People,25600,Male,Full Time
S12000045,2006-Q2,Ratio,Percentage Of People Employed,86.6,Male,Full Time
S12000042,2008-Q2,95% Upper Confidence Limit,Percentage Of People Employed,20,Male,Part Time
S12000042,2016-Q2,95% Upper Confidence Limit,Percentage Of People Employed,84.8,Male,Full Time
S12000008,2006-Q3,Count,People,25500,Male,Full Time
S12000008,2009-Q2,95% Lower Confidence Limit,Percentage Of People Employed,5.4,Male,Part Time
S12000008,2012-Q3,Count,People,3500,Male,Part Time
S12000008,2019-Q1,Ratio,Percentage Of People Employed,90.6,Male,Full Time
S12000010,2005-Q3,95% Upper Confidence Limit,Percentage Of People Employed,90.3,Male,Full Time
S12000041,2008-Q4,95% Upper Confidence Limit,Percentage Of People Employed,92.1,Male,Full Time
S12000010,2019-Q2,95% Upper Confidence Limit,Percentage Of People Employed,92,Male,Full Time
S12000006,2007-Q2,Ratio,Percentage Of People Employed,13.5,Male,Part Time
S12000041,2010-Q4,95% Lower Confidence Limit,Percentage Of People Employed,79.9,Male,Full Time
S12000042,2005-Q2,Count,People,28900,Male,Full Time
S12000042,2019-Q2,Count,People,26100,Male,Full Time
S12000042,2012-Q1,95% Upper Confidence Limit,Percentage Of People Employed,23.1,Male,Part Time
S12000008,2018-Q4,Ratio,Percentage Of People Employed,92.1,Male,Full Time
S12000041,2016-Q4,95% Upper Confidence Limit,Percentage Of People Employed,89.7,Male,Full Time
S12000042,2017-Q1,Count,People,24800,Male,Full Time
S12000042,2011-Q3,Ratio,Percentage Of People Employed,78.1,Male,Full Time
S12000041,2019-Q2,95% Upper Confidence Limit,Percentage Of People Employed,18.2,Male,Part Time
S12000041,2011-Q4,95% Lower Confidence Limit,Percentage Of People Employed,86.4,Male,Full Time
S12000042,2019-Q1,95% Lower Confidence Limit,Percentage Of People Employed,13.9,Male,Part Time
S12000042,2007-Q3,95% Lower Confidence Limit,Percentage Of People Employed,82,Male,Full Time
S12000008,2014-Q4,Ratio,Percentage Of People Employed,13.1,Male,Part Time
S12000010,2006-Q1,95% Upper Confidence Limit,Percentage Of People Employed,90.7,Male,Full Time
S12000042,2018-Q4,Ratio,Percentage Of People Employed,17.3,Male,Part Time
S12000042,2018-Q1,95% Upper Confidence Limit,Percentage Of People Employed,22.1,Male,Part Time
S12000042,2013-Q2,Count,People,24900,Male,Full Time
S12000042,2018-Q4,Count,People,26800,Male,Full Time
S12000045,2008-Q1,Count,People,24100,Male,Full Time
S12000042,2015-Q3,Count,People,28800,Male,Full Time
S12000045,2018-Q1,Ratio,Percentage Of People Employed,89,Male,Full Time
S12000008,2010-Q4,Ratio,Percentage Of People Employed,89,Male,Full Time
S12000006,2009-Q4,95% Upper Confidence Limit,Percentage Of People Employed,89.7,Male,Full Time
S12000042,2007-Q1,95% Upper Confidence Limit,Percentage Of People Employed,19.5,Male,Part Time
S12000041,2008-Q1,95% Upper Confidence Limit,Percentage Of People Employed,92.9,Male,Full Time
S12000006,2013-Q1,95% Upper Confidence Limit,Percentage Of People Employed,86.4,Male,Full Time
S12000045,2005-Q4,Ratio,Percentage Of People Employed,87.2,Male,Full Time
S12000008,2012-Q4,95% Upper Confidence Limit,Percentage Of People Employed,90.2,Male,Full Time
S12000042,2004-Q4,95% Upper Confidence Limit,Percentage Of People Employed,16.7,Male,Part Time
S12000010,2019-Q2,95% Lower Confidence Limit,Percentage Of People Employed,84.2,Male,Full Time
S12000006,2015-Q4,95% Upper Confidence Limit,Percentage Of People Employed,17.1,Male,Part Time
S12000006,2016-Q3,95% Lower Confidence Limit,Percentage Of People Employed,81.6,Male,Full Time
S12000008,2013-Q3,95% Lower Confidence Limit,Percentage Of People Employed,81.9,Male,Full Time
S12000042,2013-Q1,95% Upper Confidence Limit,Percentage Of People Employed,24.8,Male,Part Time
S12000042,2014-Q1,Count,People,6300,Male,Part Time
S12000008,2013-Q3,Ratio,Percentage Of People Employed,12.7,Male,Part Time
S12000042,2011-Q4,Count,People,6900,Male,Part Time
S12000042,2006-Q4,Count,People,5200,Male,Part Time
S12000008,2015-Q3,95% Upper Confidence Limit,Percentage Of People Employed,93,Male,Full Time
S12000006,2010-Q2,Ratio,Percentage Of People Employed,12.4,Male,Part Time
S12000045,2004-Q4,Ratio,Percentage Of People Employed,88.9,Male,Full Time
S12000006,2012-Q1,95% Upper Confidence Limit,Percentage Of People Employed,89.5,Male,Full Time
S12000028,2014-Q2,Count,People,11400,Female,Part Time
S12000049,2008-Q2,95% Lower Confidence Limit,Percentage Of People Employed,29.7,Female,Part Time
S12000042,2005-Q3,95% Upper Confidence Limit,Percentage Of People Employed,65.2,Female,Full Time
S12000038,2015-Q4,Ratio,Percentage Of People Employed,41.8,Female,Part Time
S12000042,2010-Q1,95% Lower Confidence Limit,Percentage Of People Employed,33.5,Female,Part Time
S12000028,2011-Q4,Count,People,9800,Female,Part Time
S12000049,2018-Q3,Ratio,Percentage Of People Employed,67,Female,Full Time
S12000028,2008-Q2,Ratio,Percentage Of People Employed,44,Female,Part Time
S12000042,2017-Q4,95% Upper Confidence Limit,Percentage Of People Employed,63,Female,Full Time
S12000049,2009-Q2,95% Lower Confidence Limit,Percentage Of People Employed,27.7,Female,Part Time
S12000028,2008-Q1,Ratio,Percentage Of People Employed,56.7,Female,Full Time
S12000028,2010-Q1,95% Lower Confidence Limit,Percentage Of People Employed,51,Female,Full Time
S12000049,2010-Q3,95% Lower Confidence Limit,Percentage Of People Employed,31.4,Female,Part Time
S12000038,2018-Q3,95% Lower Confidence Limit,Percentage Of People Employed,49.6,Female,Full Time
S12000049,2006-Q1,Count,People,39500,Female,Part Time
S12000028,2017-Q1,95% Lower Confidence Limit,Percentage Of People Employed,54.3,Female,Full Time
S12000028,2005-Q1,95% Lower Confidence Limit,Percentage Of People Employed,47.9,Female,Full Time
S12000038,2013-Q2,Ratio,Percentage Of People Employed,59.2,Female,Full Time
S12000028,2008-Q1,Count,People,14200,Female,Full Time
S12000038,2013-Q4,Ratio,Percentage Of People Employed,38.1,Female,Part Time
S12000028,2009-Q2,Count,People,11400,Female,Part Time
S12000028,2005-Q4,95% Lower Confidence Limit,Percentage Of People Employed,50.7,Female,Full Time
S12000028,2005-Q2,Ratio,Percentage Of People Employed,47.7,Female,Part Time
S12000028,2016-Q1,95% Lower Confidence Limit,Percentage Of People Employed,46.8,Female,Full Time
S12000049,2009-Q4,95% Lower Confidence Limit,Percentage Of People Employed,33,Female,Part Time
S12000042,2010-Q2,95% Upper Confidence Limit,Percentage Of People Employed,65.7,Female,Full Time
S12000049,2016-Q2,Ratio,Percentage Of People Employed,35.2,Female,Part Time
S12000049,2013-Q2,95% Lower Confidence Limit,Percentage Of People Employed,34.1,Female,Part Time
S12000028,2013-Q4,Count,People,11000,Female,Part Time
S12000028,2018-Q4,Ratio,Percentage Of People Employed,53.3,Female,Full Time
S12000028,2009-Q4,Count,People,10800,Female,Part Time
S12000038,2017-Q3,95% Lower Confidence Limit,Percentage Of People Employed,41.3,Female,Part Time
S12000028,2012-Q3,95% Lower Confidence Limit,Percentage Of People Employed,51.5,Female,Full Time
S12000049,2016-Q3,95% Lower Confidence Limit,Percentage Of People Employed,29.1,Female,Part Time
S12000049,2014-Q2,95% Lower Confidence Limit,Percentage Of People Employed,31.9,Female,Part Time
S12000038,2016-Q4,Ratio,Percentage Of People Employed,57.6,Female,Full Time
S12000028,2006-Q2,Ratio,Percentage Of People Employed,41.9,Female,Part Time
S12000049,2011-Q2,95% Lower Confidence Limit,Percentage Of People Employed,33.6,Female,Part Time
S12000042,2016-Q4,95% Upper Confidence Limit,Percentage Of People Employed,71.6,Female,Full Time
S12000028,2017-Q2,Count,People,9400,Female,Part Time
S12000038,2013-Q3,95% Lower Confidence Limit,Percentage Of People Employed,34.5,Female,Part Time
S12000038,2007-Q1,Count,People,24400,Female,Full Time
S12000028,2007-Q4,95% Lower Confidence Limit,Percentage Of People Employed,53.4,Female,Full Time
S12000028,2006-Q1,Count,People,13900,Female,Full Time
S12000038,2008-Q2,Ratio,Percentage Of People Employed,61.6,Female,Full Time
S12000049,2018-Q2,Count,People,49400,Female,Part Time
S12000028,2014-Q3,Count,People,11400,Female,Part Time
S12000028,2018-Q2,Count,People,10700,Female,Part Time
S12000049,2005-Q3,Count,People,42400,Female,Part Time
S12000049,2013-Q4,95% Lower Confidence Limit,Percentage Of People Employed,32.2,Female,Part Time
S12000042,2006-Q1,95% Upper Confidence Limit,Percentage Of People Employed,46.1,Female,Part Time
S12000028,2014-Q3,Ratio,Percentage Of People Employed,54,Female,Full Time
S12000028,2011-Q2,95% Lower Confidence Limit,Percentage Of People Employed,51.3,Female,Full Time
S12000028,2016-Q2,Count,People,11600,Female,Part Time
S12000042,2005-Q4,Count,People,19000,Female,Full Time
S12000028,2012-Q1,95% Lower Confidence Limit,Percentage Of People Employed,53.1,Female,Full Time
S12000049,2011-Q4,Ratio,Percentage Of People Employed,40.6,Female,Part Time
S12000038,2014-Q2,Ratio,Percentage Of People Employed,56.6,Female,Full Time
S12000038,2005-Q1,Count,People,24800,Female,Full Time
S12000049,2009-Q4,Ratio,Percentage Of People Employed,37.3,Female,Part Time
S12000049,2008-Q3,Count,People,42800,Female,Part Time
S12000049,2011-Q1,95% Upper Confidence Limit,Percentage Of People Employed,41.8,Female,Part Time
S12000028,2013-Q3,Count,People,10500,Female,Part Time
S12000049,2005-Q1,Count,People,40400,Female,Part Time
S12000042,2018-Q1,95% Upper Confidence Limit,Percentage Of People Employed,50.3,Female,Part Time
S12000038,2013-Q2,Ratio,Percentage Of People Employed,39.9,Female,Part Time
S12000038,2016-Q2,Ratio,Percentage Of People Employed,42.8,Female,Part Time
S12000049,2007-Q1,Count,People,40200,Female,Part Time
S12000028,2005-Q3,Ratio,Percentage Of People Employed,53,Female,Full Time
S12000038,2006-Q3,Count,People,25500,Female,Full Time
S12000038,2015-Q2,Ratio,Percentage Of People Employed,60.4,Female,Full Time
S12000042,2008-Q1,95% Lower Confidence Limit,Percentage Of People Employed,36.9,Female,Part Time
S12000028,2009-Q4,95% Upper Confidence Limit,Percentage Of People Employed,60.3,Female,Full Time
S12000028,2011-Q1,Count,People,12400,Female,Full Time
S12000028,2008-Q1,Ratio,Percentage Of People Employed,42.9,Female,Part Time
S12000049,2017-Q2,Count,People,52600,Female,Part Time
S12000049,2014-Q3,Ratio,Percentage Of People Employed,39.2,Female,Part Time
S12000028,2010-Q3,95% Lower Confidence Limit,Percentage Of People Employed,49.7,Female,Full Time
S12000038,2005-Q3,Count,People,24600,Female,Full Time
S12000028,2013-Q3,95% Lower Confidence Limit,Percentage Of People Employed,48,Female,Full Time
S12000028,2006-Q3,Count,People,10200,Female,Part Time
S12000042,2008-Q1,95% Upper Confidence Limit,Percentage Of People Employed,63.1,Female,Full Time
S12000028,2007-Q1,95% Lower Confidence Limit,Percentage Of People Employed,54.3,Female,Full Time
S12000028,2010-Q1,Ratio,Percentage Of People Employed,44.2,Female,Part Time
S12000028,2013-Q1,95% Lower Confidence Limit,Percentage Of People Employed,51.3,Female,Full Time
S12000028,2005-Q3,Count,People,11500,Female,Part Time
S12000028,2014-Q1,Ratio,Percentage Of People Employed,48.6,Female,Part Time
S12000049,2013-Q3,Count,People,45400,Female,Part Time
S12000028,2007-Q2,Count,People,10100,Female,Part Time
S12000038,2015-Q3,95% Lower Confidence Limit,Percentage Of People Employed,34.5,Female,Part Time
S12000028,2015-Q3,Ratio,Percentage Of People Employed,50.6,Female,Full Time
S12000038,2009-Q2,Ratio,Percentage Of People Employed,57.8,Female,Full Time
S12000038,2014-Q3,95% Lower Confidence Limit,Percentage Of People Employed,40.4,Female,Part Time
S12000049,2004-Q4,95% Upper Confidence Limit,Percentage Of People Employed,38.4,Female,Part Time
S12000028,2019-Q2,Count,People,11800,Female,Part Time
S12000028,2014-Q3,95% Lower Confidence Limit,Percentage Of People Employed,48.6,Female,Full Time
S12000049,2005-Q4,95% Upper Confidence Limit,Percentage Of People Employed,39.7,Female,Part Time
S12000049,2014-Q1,95% Upper Confidence Limit,Percentage Of People Employed,41.8,Female,Part Time
S12000049,2006-Q4,95% Upper Confidence Limit,Percentage Of People Employed,37.5,Female,Part Time
S12000042,2010-Q3,95% Upper Confidence Limit,Percentage Of People Employed,64.2,Female,Full Time
S12000028,2015-Q3,95% Lower Confidence Limit,Percentage Of People Employed,45.1,Female,Full Time
S12000028,2013-Q3,Ratio,Percentage Of People Employed,53.8,Female,Full Time
S12000049,2006-Q3,Count,People,39500,Female,Part Time
S12000042,2005-Q3,Count,People,19100,Female,Full Time
S12000028,2006-Q3,95% Lower Confidence Limit,Percentage Of People Employed,53.6,Female,Full Time
S12000049,2005-Q3,95% Lower Confidence Limit,Percentage Of People Employed,31.2,Female,Part Time
S12000038,2018-Q2,Ratio,Percentage Of People Employed,47.3,Female,Part Time
S12000028,2012-Q4,Count,People,10600,Female,Part Time
S12000049,2018-Q2,Ratio,Percentage Of People Employed,36.4,Female,Part Time
S12000028,2015-Q2,Count,People,12000,Female,Part Time
S12000038,2012-Q4,Ratio,Percentage Of People Employed,57.3,Female,Full Time
S12000028,2005-Q1,Count,People,12900,Female,Full Time
S12000028,2016-Q2,Ratio,Percentage Of People Employed,54.4,Female,Full Time
S12000028,2014-Q2,Ratio,Percentage Of People Employed,54.2,Female,Full Time
S12000049,2012-Q1,95% Upper Confidence Limit,Percentage Of People Employed,48,Female,Part Time
S12000049,2011-Q4,95% Lower Confidence Limit,Percentage Of People Employed,35.4,Female,Part Time
S12000028,2007-Q4,95% Upper Confidence Limit,Percentage Of People Employed,62.6,Female,Full Time
S12000028,2012-Q2,Ratio,Percentage Of People Employed,57.4,Female,Full Time
S12000049,2016-Q2,95% Lower Confidence Limit,Percentage Of People Employed,29.5,Female,Part Time
S12000042,2008-Q3,Count,People,19600,Female,Full Time
S12000049,2018-Q2,95% Upper Confidence Limit,Percentage Of People Employed,42.1,Female,Part Time
S12000049,2017-Q2,95% Lower Confidence Limit,Percentage Of People Employed,31.7,Female,Part Time
S12000028,2010-Q2,Count,People,10700,Female,Part Time
S12000049,2015-Q2,95% Lower Confidence Limit,Percentage Of People Employed,30.9,Female,Part Time
S12000028,2013-Q2,Ratio,Percentage Of People Employed,55.1,Female,Full Time
S12000042,2017-Q2,Count,People,21600,Female,Full Time
S12000038,2019-Q1,Count,People,23300,Female,Full Time
S12000028,2011-Q3,95% Lower Confidence Limit,Percentage Of People Employed,53.3,Female,Full Time
S12000038,2015-Q2,Ratio,Percentage Of People Employed,39.4,Female,Part Time
S12000049,2010-Q4,95% Lower Confidence Limit,Percentage Of People Employed,31.8,Female,Part Time
S12000038,2011-Q2,Ratio,Percentage Of People Employed,57,Female,Full Time
S12000028,2012-Q1,Count,People,13800,Female,Full Time
S12000028,2016-Q3,95% Lower Confidence Limit,Percentage Of People Employed,50,Female,Full Time
S12000049,2017-Q3,95% Lower Confidence Limit,Percentage Of People Employed,29.9,Female,Part Time
S12000038,2008-Q1,Count,People,25400,Female,Full Time
S12000038,2009-Q1,Count,People,23900,Female,Full Time
S12000049,2012-Q4,95% Lower Confidence Limit,Percentage Of People Employed,35.6,Female,Part Time
S12000038,2010-Q1,Count,People,22100,Female,Full Time
S12000028,2009-Q1,95% Lower Confidence Limit,Percentage Of People Employed,48,Female,Full Time
S12000049,2010-Q1,95% Upper Confidence Limit,Percentage Of People Employed,41.9,Female,Part Time
S12000028,2017-Q3,95% Lower Confidence Limit,Percentage Of People Employed,56.5,Female,Full Time
S12000042,2017-Q1,95% Upper Confidence Limit,Percentage Of People Employed,41.6,Female,Part Time
S12000038,2014-Q2,Ratio,Percentage Of People Employed,42.9,Female,Part Time
S12000049,2018-Q1,95% Lower Confidence Limit,Percentage Of People Employed,31.7,Female,Part Time
S12000028,2017-Q2,Ratio,Percentage Of People Employed,61.1,Female,Full Time
S12000028,2006-Q4,95% Upper Confidence Limit,Percentage Of People Employed,64.3,Female,Full Time
S12000028,2007-Q1,Count,People,14500,Female,Full Time
S12000028,2008-Q3,Count,People,10900,Female,Part Time
S12000028,2015-Q2,Ratio,Percentage Of People Employed,50.6,Female,Full Time
S12000028,2007-Q3,Count,People,10300,Female,Part Time
S12000049,2007-Q2,95% Lower Confidence Limit,Percentage Of People Employed,27,Female,Part Time
S12000042,2011-Q4,95% Upper Confidence Limit,Percentage Of People Employed,52.4,Female,Part Time
S12000049,2019-Q2,95% Upper Confidence Limit,Percentage Of People Employed,37.3,Female,Part Time
S12000028,2009-Q1,Ratio,Percentage Of People Employed,47.1,Female,Part Time
S12000028,2019-Q2,Ratio,Percentage Of People Employed,46.8,Female,Part Time
S12000028,2010-Q3,Ratio,Percentage Of People Employed,54.8,Female,Full Time
S12000028,2008-Q4,95% Upper Confidence Limit,Percentage Of People Employed,58,Female,Full Time
S12000042,2007-Q1,95% Upper Confidence Limit,Percentage Of People Employed,48.5,Female,Part Time
S12000042,2012-Q1,95% Upper Confidence Limit,Percentage Of People Employed,54.8,Female,Full Time
S12000049,2013-Q3,95% Lower Confidence Limit,Percentage Of People Employed,31.6,Female,Part Time
S12000042,2011-Q1,95% Upper Confidence Limit,Percentage Of People Employed,59.9,Female,Full Time
S12000049,2005-Q2,Ratio,Percentage Of People Employed,36,Female,Part Time
S12000028,2007-Q3,95% Lower Confidence Limit,Percentage Of People Employed,36.3,Female,Part Time
S12000038,2013-Q4,95% Lower Confidence Limit,Percentage Of People Employed,55.5,Female,Full Time
S12000028,2014-Q4,Count,People,11500,Female,Part Time
S12000028,2017-Q4,95% Lower Confidence Limit,Percentage Of People Employed,51,Female,Full Time
S12000028,2016-Q1,Count,People,11700,Female,Part Time
S12000028,2011-Q2,95% Lower Confidence Limit,Percentage Of People Employed,37.9,Female,Part Time
S12000028,2007-Q1,95% Lower Confidence Limit,Percentage Of People Employed,36.4,Female,Part Time
S12000028,2009-Q2,95% Lower Confidence Limit,Percentage Of People Employed,41.6,Female,Part Time
S12000049,2018-Q2,Count,People,86200,Female,Full Time
S12000038,2013-Q2,95% Lower Confidence Limit,Percentage Of People Employed,34.6,Female,Part Time
S12000028,2006-Q1,95% Lower Confidence Limit,Percentage Of People Employed,38.7,Female,Part Time
S12000028,2016-Q4,95% Lower Confidence Limit,Percentage Of People Employed,52.3,Female,Full Time
S12000042,2011-Q2,95% Upper Confidence Limit,Percentage Of People Employed,58,Female,Full Time
S12000028,2005-Q3,95% Lower Confidence Limit,Percentage Of People Employed,42.4,Female,Part Time
S12000049,2015-Q3,95% Lower Confidence Limit,Percentage Of People Employed,59.6,Female,Full Time
S12000038,2005-Q3,95% Lower Confidence Limit,Percentage Of People Employed,33.3,Female,Part Time
S12000042,2009-Q2,95% Upper Confidence Limit,Percentage Of People Employed,64.6,Female,Full Time
S12000028,2018-Q1,Count,People,13700,Female,Full Time
S12000049,2017-Q4,95% Lower Confidence Limit,Percentage Of People Employed,58.1,Female,Full Time
S12000049,2016-Q4,Ratio,Percentage Of People Employed,36.6,Female,Part Time
S12000049,2014-Q4,95% Lower Confidence Limit,Percentage Of People Employed,53,Female,Full Time
S12000038,2014-Q2,95% Lower Confidence Limit,Percentage Of People Employed,37.6,Female,Part Time
S12000042,2011-Q1,95% Lower Confidence Limit,Percentage Of People Employed,40.1,Female,Part Time
S12000049,2018-Q3,95% Upper Confidence Limit,Percentage Of People Employed,72.5,Female,Full Time
S12000028,2015-Q1,95% Lower Confidence Limit,Percentage Of People Employed,49.2,Female,Full Time
S12000049,2017-Q4,Ratio,Percentage Of People Employed,36.4,Female,Part Time
S12000028,2005-Q2,95% Lower Confidence Limit,Percentage Of People Employed,47.6,Female,Full Time
S12000049,2018-Q3,95% Lower Confidence Limit,Percentage Of People Employed,61.5,Female,Full Time
S12000028,2010-Q2,95% Lower Confidence Limit,Percentage Of People Employed,40,Female,Part Time
S12000028,2011-Q1,95% Lower Confidence Limit,Percentage Of People Employed,40.9,Female,Part Time
S12000049,2007-Q2,Ratio,Percentage Of People Employed,31.3,Female,Part Time
S12000028,2004-Q4,95% Lower Confidence Limit,Percentage Of People Employed,46.7,Female,Full Time
S12000038,2012-Q4,95% Lower Confidence Limit,Percentage Of People Employed,52,Female,Full Time
S12000049,2011-Q3,95% Upper Confidence Limit,Percentage Of People Employed,45.7,Female,Part Time
S12000038,2018-Q1,95% Lower Confidence Limit,Percentage Of People Employed,44.1,Female,Full Time
S12000042,2012-Q3,95% Upper Confidence Limit,Percentage Of People Employed,53.8,Female,Full Time
S12000028,2015-Q4,Count,People,11800,Female,Part Time
S12000042,2018-Q4,95% Upper Confidence Limit,Percentage Of People Employed,60.1,Female,Full Time
S12000028,2006-Q1,Count,People,10600,Female,Part Time
S12000049,2015-Q4,95% Lower Confidence Limit,Percentage Of People Employed,61,Female,Full Time
S12000038,2011-Q2,Ratio,Percentage Of People Employed,43,Female,Part Time
S12000028,2005-Q3,95% Lower Confidence Limit,Percentage Of People Employed,48.4,Female,Full Time
S12000028,2017-Q4,Count,People,10900,Female,Part Time
S12000042,2017-Q4,95% Lower Confidence Limit,Percentage Of People Employed,37,Female,Part Time
S12000038,2016-Q4,95% Lower Confidence Limit,Percentage Of People Employed,52.3,Female,Full Time
S12000038,2010-Q4,95% Lower Confidence Limit,Percentage Of People Employed,39.9,Female,Part Time
S12000028,2010-Q4,Count,People,10600,Female,Part Time
S12000038,2010-Q4,Ratio,Percentage Of People Employed,55.2,Female,Full Time
S12000028,2016-Q4,Count,People,10100,Female,Part Time
S12000028,2005-Q3,Count,People,12900,Female,Full Time
S12000028,2015-Q3,Count,People,12400,Female,Full Time
S12000038,2014-Q4,95% Lower Confidence Limit,Percentage Of People Employed,49.5,Female,Full Time
S12000049,2009-Q3,Count,People,45300,Female,Part Time
S12000049,2013-Q4,Ratio,Percentage Of People Employed,37.7,Female,Part Time
S12000028,2014-Q3,Count,People,13500,Female,Full Time
S12000049,2014-Q4,Ratio,Percentage Of People Employed,41.1,Female,Part Time
S12000028,2006-Q1,Ratio,Percentage Of People Employed,56.7,Female,Full Time
S12000038,2019-Q2,95% Lower Confidence Limit,Percentage Of People Employed,38.5,Female,Part Time
S12000042,2011-Q1,95% Upper Confidence Limit,Percentage Of People Employed,50.4,Female,Part Time
S12000028,2006-Q3,95% Lower Confidence Limit,Percentage Of People Employed,37.1,Female,Part Time
S12000028,2017-Q3,Count,People,15500,Female,Full Time
S12000049,2015-Q4,95% Lower Confidence Limit,Percentage Of People Employed,27.5,Female,Part Time
